"Granteeid","Vendorcode","Grantee","Abbrev","Region","State","Manager","Rep","Contact","Phone","Fax","Email","Comment","Transfer","Transtime","Transno","Updtdate","Updtflag","Addstamp","Newstart"
"0","1152","BUTTE-SILVERBOW, CITY OF                                              ","BUTTE               ","08","MT","                                        ","                                        ","                                        ","4067238262       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26PN204 Pushout              ","false"
"0","1171","CASPER, CITY OF                                                       ","CASPER              ","08","WY","                                        ","                                        ","                                        ","3072358224       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26M8204 Pushout              ","false"
"0","1169","CHEYENNE, CITY OF                                                     ","CHEYN               ","08","WY","                                        ","                                        ","                                        ","3076376299       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26MU204 Pushout              ","false"
"0","1130","COLORADO DEPARTMENT OF TRANSPORTATION                                 ","CDOT                ","08","CO","                                        ","                                        ","                                        ","3037579201       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26JN204 Pushout              ","false"
"0","1137","COLORADO SPRINGS, CITY OF                                             ","COLORADO SPRINGS    ","08","CO","                                        ","                                        ","                                        ","7195786606       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26KE204 Pushout              ","false"
"0","5035","CRESTED BUTTE, TOWN OF                                                ","CRESTED BUTTETWN    ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26JH204 Pushout              ","false"
"0","1131","DENVER REGIONAL COUNCIL OF GOVERNMENTS                                ","DRCOG               ","08","CO","                                        ","                                        ","                                        ","3034801000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26KV204 Pushout              ","false"
"0","2770","DISTRICT 10 REGIONAL PLANNING COMMISSION                              ","DISTRICT 10 RPC     ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26SR204 Pushout              ","false"
"0","1172","DURANGO, CITY OF                                                      ","DURAG               ","08","CO","                                        ","                                        ","                                        ","3032475622       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26NO204 Pushout              ","false"
"0","5084","EAST GRAND FORKS, CITY OF                                             ","EGF                 ","08","MN","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-12-08","false","07/23/1999S26SW204 Pushout              ","false"
"0","1156","FARGO, CITY OF                                                        ","FARGO               ","08","ND","                                        ","                                        ","                                        ","7012411310       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26R0204 Pushout              ","false"
"0","1154","FARGO-MOORHEAD METROPOLITAN COUNCIL OF GOVERNMENTS                    ","FMCOG               ","08","ND","                                        ","                                        ","                                        ","7012323242       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26P1204 Pushout              ","false"
"0","1138","FORT COLLINS, CITY OF                                                 ","FTCOL               ","08","CO","                                        ","                                        ","                                        ","3032216500       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26M3204 Pushout              ","false"
"0","1157","GRAND FORKS, CITY OF                                                  ","GRFRK               ","08","ND","                                        ","                                        ","                                        ","7017462607       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26LC204 Pushout              ","false"
"0","5106","GRAND FORKS, EAST GRAND FORKS METROPOLITAN PLANNING ORGANIZATION      ","1162O               ","08","ND","                                        ","                                        ","                                        ","7017462660       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-12-08","false","07/23/1999S26RH204 Pushout              ","false"
"0","1146","GREAT FALLS CITY-COUNTY            PLANNING BOARD                     ","GFCPB               ","08","MT","                                        ","                                        ","                                        ","4067275881       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26RY204 Pushout              ","false"
"0","1148","GREAT FALLS TRANSIT DISTRICT                                          ","GFTD                ","08","MT","                                        ","                                        ","                                        ","4067270382       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26JS204 Pushout              ","false"
"0","3097","GREAT FALLS, CITY OF                                                  ","GREAT FALLS  CTY    ","08","MT","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26QV204 Pushout              ","false"
"0","5276","GREATER DENVER CHAMBER OF COMMERCE                                    ","GDCC                ","08","CO","                                        ","                                        ","                                        ","3038948500       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26PC204 Pushout              ","false"
"0","1143","GREELEY, CITY OF                                                      ","GREELEY             ","08","CO","                                        ","                                        ","                                        ","3033509326       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26JY204 Pushout              ","false"
"0","1132","LARIMER-WELD REGIONAL COUNCIL OF GOVERNMENTS                          ","LARIMER-WELD RCG    ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26QE204 Pushout              ","false"
"0","5576","LOGAN, CITY OF                                                        ","LOGAN               ","08","UT","                                        ","                                        ","                                        ","8017507108       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26NZ204 Pushout              ","false"
"0","2768","LOVELAND, CITY OF                                                     ","LOVELAND CTY        ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26NJ204 Pushout              ","false"
"0","1139","MESA COUNTY                                                           ","MESA                ","08","CO","                                        ","                                        ","                                        ","3032441605       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26SE204 Pushout              ","false"
"0","1158","MINOT, CITY OF                                                        ","MINOI CTY           ","08","ND","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26PS204 Pushout              ","false"
"0","1149","MISSOULA URBAN TRANSPORTATION DISTRICT                                ","MUTD                ","08","MT","                                        ","                                        ","                                        ","4065438386       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26OW204 Pushout              ","false"
"0","1144","MONTANA DEPARTMENT OF TRANSPORTATION                                  ","MTDOT               ","08","MT","                                        ","                                        ","                                        ","4064443797       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26JC204 Pushout              ","false"
"0","1159","MOORHEAD, CITY OF                                                     ","MOORHEAD            ","08","MN","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-12-08","false","07/23/1999S26T1204 Pushout              ","false"
"0","1165","MOUNTAINLAND ASSOCIATION OF GOVERNMENTS                               ","MLAOG               ","08","UT","                                        ","                                        ","                                        ","8013772262       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26PH204 Pushout              ","false"
"0","1153","NORTH DAKOTA DEPARTMENT OF TRANSPORTATION                             ","NDDOT               ","08","ND","                                        ","                                        ","                                        ","7012242581       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26ME204 Pushout              ","false"
"0","5545","PARK CITY MUNICIPAL CORP                                              ","PCMC                ","08","UT","                                        ","                                        ","                                        ","8016455120       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26IY204 Pushout              ","false"
"0","1133","PIKES PEAK AREA COUNCIL OF GOVERNMENTS                                ","PPCOG               ","08","CO","                                        ","                                        ","                                        ","7194717080       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26LX204 Pushout              ","false"
"0","5193","PIKES PEAK LIBRARY DISTRICT                                           ","PPLD                ","08","CO","                                        ","                                        ","                                        ","7194717665       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26MP204 Pushout              ","false"
"0","1135","PITKIN COUNTY                                                         ","PITKIN              ","08","CO","                                        ","                                        ","                                        ","3039255232       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26P6204 Pushout              ","false"
"0","1134","PUEBLO AREA COUNCIL OF GOVERNMENTS                                    ","PACOG               ","08","CO","                                        ","                                        ","                                        ","7195455840       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26Q3204 Pushout              ","false"
"0","1140","PUEBLO, CITY OF                                                       ","PUEBLO              ","08","CO","                                        ","                                        ","                                        ","7195450561       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26LH204 Pushout              ","false"
"0","1162","RAPID CITY, CITY OF                                                   ","RAPID               ","08","SD","                                        ","                                        ","                                        ","6053944110       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26S9204 Pushout              ","false"
"0","1136","REGIONAL TRANSPORTATION DISTRICT                                      ","RTD                 ","08","CO","                                        ","                                        ","                                        ","3036289000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26RM204 Pushout              ","false"
"0","5226","ROARING FORT TRANSIT AGENCY                                           ","ROA FTA             ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26QP204 Pushout              ","false"
"0","3264","SALT LAKE CITY, CITY OF                                               ","SALT LAKE CTY       ","08","UT","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26QK204 Pushout              ","false"
"0","2771","SAN JUAN REGIONAL COMMISSION                                          ","SAN JUAN RPC        ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26NU204 Pushout              ","false"
"0","1163","SIOUX FALLS, CITY OF                                                  ","SFALL               ","08","SD","                                        ","                                        ","                                        ","6053397108       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1999-08-03","false","07/23/1999S26OG204 Pushout              ","false"
"0","1160","SOUTH DAKOTA DEPARTMENT OF TRANSPORTATION                             ","SDDOT               ","08","SD","                                        ","                                        ","                                        ","6057734906       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26MJ204 Pushout              ","false"
"0","1161","SOUTH DAKOTA, STATE OF, SOUTHEASTERN COUNCIL OF GOVERNMENT            ","SOUTH DAKOTA COG    ","08","SD","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26K8204 Pushout              ","false"
"0","5372","STEAMBOAT SPRINGS, CITY OF                                            ","STEAMBOAT SPRINGS   ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26L1204 Pushout              ","false"
"0","2089","SUMMIT COUNTY RPC                                                     ","SUMMIT RPC          ","08","CO","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26R6204 Pushout              ","false"
"0","5582","SWEETWATER COUNTY TRANSIT AUTHORITY                                   ","SCTA                ","08","WY","                                        ","                                        ","                                        ","3073827827       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26O5204 Pushout              ","false"
"0","1173","TELLURIDE, TOWN OF                                                    ","TELLR               ","08","CO","                                        ","                                        ","                                        ","3037283851       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26OA204 Pushout              ","false"
"0","1164","UTAH DEPARTMENT OF TRANSPORTATION                                     ","UDOT                ","08","UT","                                        ","                                        ","                                        ","8019654134       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26OQ204 Pushout              ","false"
"0","1167","UTAH TRANSIT AUTHORITY                                                ","UTA                 ","08","UT","                                        ","                                        ","                                        ","8012625626       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26RB204 Pushout              ","false"
"0","1142","VAIL, TOWN OF                                                         ","VAIL                ","08","CO","                                        ","                                        ","                                        ","3034792105       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26LS204 Pushout              ","false"
"0","1166","WASATCH FRONT REGIONAL COUNCIL OF GOVERNMENTS                         ","WFRC                ","08","UT","                                        ","                                        ","                                        ","8012924469       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26OL204 Pushout              ","false"
"0","1168","WYOMING DEPARTMENT OF TRANSPORTATION                                  ","WYDOT               ","08","WY","                                        ","                                        ","                                        ","3077777472       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/23/1999S26L6204 Pushout              ","false"
"0","1632","ALAMEDA-CONTRA COSTA TRANSIT DISTRICT                                 ","AC                  ","09","CA","                                        ","                                        ","                                        ","5108914777       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYNV204 Pushout              ","false"
"0","2161","AMERICAN SAMOA, GOVERNMENT OF                                         ","AMSAM               ","09","AS","                                        ","                                        ","                                        ","6846334141       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYJT204 Pushout              ","false"
"0","5564","ANTELOPE VALLEY TRANSIT AUTHORITY                                     ","AVTA                ","09","CA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYC1204 Pushout              ","false"
"0","1633","ARCADIA, CITY OF                                                      ","ARCDA               ","09","CA","                                        ","                                        ","                                        ","8185745400       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYGO204 Pushout              ","false"
"0","1635","ARIZONA DEPARTMENT OF TRANSPORTATION                                  ","AZDOT               ","09","AZ","                                        ","                                        ","                                        ","6022557433       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPY6L204 Pushout              ","false"
"0","1618","ASSOCIATION OF MONTEREY BAY AREA GOVERNMENTS                          ","AMBAG               ","09","CA","                                        ","                                        ","                                        ","4088833750       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYK6204 Pushout              ","false"
"0","5772","BENICIA, CITY OF                                                      ","BENIC               ","09","CA","Raymond Sukys                           ","Tim Pennington                          ","Mr. Otto WM Giuliani                    ","707 -74 6-4200   ","707 -74 7-8120   ","                                                  ","new grantee, entered in OTRAK, 7/22/99                                                                                                                                                                  ","1999-08-25","        ","0","1999-07-22","false","07/22/1999TP1M0YUEP # yuep              ","false"
"0","1622","CALIFORNIA DEPARTMENT OF TRANSPORTATION                               ","CALTRANS            ","09","CA","                                        ","                                        ","                                        ","9163221416       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYN4204 Pushout              ","false"
"0","2584","CENTRAL CONTRA COSTA TRANSIT AUTHORITY                                ","CCCTA               ","09","CA","                                        ","                                        ","                                        ","5106761976       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYT6204 Pushout              ","false"
"0","1866","CHICO, CITY OF, CHICO AREA TRANSIT                                    ","CHICO               ","09","CA","                                        ","                                        ","                                        ","9168954876       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYAQ204 Pushout              ","false"
"0","5736","COCONINO COUNTY                                                       ","COCONINO COUNTY     ","09","AZ","                                        ","                                        ","                                        ","5207796753       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYSK204 Pushout              ","false"
"0","1650","COMMERCE, CITY OF                                                     ","COMM                ","09","CA","                                        ","                                        ","                                        ","2137224805       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYD9204 Pushout              ","false"
"0","1638","CORONA, CITY OF                                                       ","CORNA               ","09","CA","                                        ","                                        ","                                        ","7147362264       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYCC204 Pushout              ","false"
"0","1647","CULVER CITY, CITY OF                                                  ","CULVR               ","09","CA","                                        ","                                        ","                                        ","2132025732       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYB0204 Pushout              ","false"
"0","2085","DAVIS, CITY OF                                                        ","UNITR               ","09","CA","                                        ","                                        ","                                        ","9167522877       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYRT204 Pushout              ","false"
"0","5804","DOWNEY, CITY OF                                                       ","DOWN                ","09","CA","                                        ","                                        ","Mr. Gerald M. Caton                     ","562 -90 4-7236   ","562 -90 4-7296   ","                                                  ","Entered 7/22/99                                                                                                                                                                                         ","1999-08-25","        ","0","1999-07-22","false","07/22/1999UB4O9YUEP # yuep              ","false"
"0","5617","EASTERN CONTRA COSTA TRANSIT AUTH                                     ","ECCTA               ","09","CA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYP4204 Pushout              ","false"
"0","1648","FAIRFIELD, CITY OF                                                    ","FRFLD               ","09","CA","                                        ","                                        ","                                        ","7074287399       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999MPYF0204 Pushout              ","false"
